u,v,u_adcode,v_adcode,u_reach,v_reach,u_prov,v_prov,cross_reach,cross_province
771,984,511527,530628,upstream,upstream,Sichuan,Yunnan,False,True
771,985,511527,530629,upstream,upstream,Sichuan,Yunnan,False,True
771,979,511527,530623,upstream,upstream,Sichuan,Yunnan,False,True
772,985,511528,530629,upstream,upstream,Sichuan,Yunnan,False,True
773,986,511529,530681,upstream,upstream,Sichuan,Yunnan,False,True
773,982,511529,530626,upstream,upstream,Sichuan,Yunnan,False,True
773,850,511529,513437,upstream,upstream,Sichuan,Sichuan,False,False
774,779,511602,511681,upstream,upstream,Sichuan,Sichuan,False,False
774,776,511602,511621,upstream,upstream,Sichuan,Sichuan,False,False
774,775,511602,511603,upstream,upstream,Sichuan,Sichuan,False,False
774,785,511602,511725,upstream,upstream,Sichuan,Sichuan,False,False
775,778,511603,511623,upstream,upstream,Sichuan,Sichuan,False,False
775,779,511603,511681,upstream,upstream,Sichuan,Sichuan,False,False
775,784,511603,511724,upstream,upstream,Sichuan,Sichuan,False,False
775,785,511603,511725,upstream,upstream,Sichuan,Sichuan,False,False
776,779,511621,511681,upstream,upstream,Sichuan,Sichuan,False,False
776,777,511621,511622,upstream,upstream,Sichuan,Sichuan,False,False
778,779,511623,511681,upstream,upstream,Sichuan,Sichuan,False,False
778,784,511623,511724,upstream,upstream,Sichuan,Sichuan,False,False
780,781,511702,511703,upstream,upstream,Sichuan,Sichuan,False,False
780,799,511702,511923,upstream,upstream,Sichuan,Sichuan,False,False
780,782,511702,511722,upstream,upstream,Sichuan,Sichuan,False,False
781,783,511703,511723,upstream,upstream,Sichuan,Sichuan,False,False
781,784,511703,511724,upstream,upstream,Sichuan,Sichuan,False,False
781,785,511703,511725,upstream,upstream,Sichuan,Sichuan,False,False
781,799,511703,511923,upstream,upstream,Sichuan,Sichuan,False,False
781,782,511703,511722,upstream,upstream,Sichuan,Sichuan,False,False
782,783,511722,511723,upstream,upstream,Sichuan,Sichuan,False,False
782,799,511722,511923,upstream,upstream,Sichuan,Sichuan,False,False
782,786,511722,511781,upstream,upstream,Sichuan,Sichuan,False,False
784,785,511724,511725,upstream,upstream,Sichuan,Sichuan,False,False
785,799,511725,511923,upstream,upstream,Sichuan,Sichuan,False,False
786,799,511781,511923,upstream,upstream,Sichuan,Sichuan,False,False
786,797,511781,511921,upstream,upstream,Sichuan,Sichuan,False,False
787,789,511802,511822,upstream,upstream,Sichuan,Sichuan,False,False
787,792,511802,511825,upstream,upstream,Sichuan,Sichuan,False,False
787,788,511802,511803,upstream,upstream,Sichuan,Sichuan,False,False
787,793,511802,511826,upstream,upstream,Sichuan,Sichuan,False,False
789,790,511822,511823,upstream,upstream,Sichuan,Sichuan,False,False
789,817,511822,513322,upstream,upstream,Sichuan,Sichuan,False,False
789,792,511822,511825,upstream,upstream,Sichuan,Sichuan,False,False
790,848,511823,513435,upstream,upstream,Sichuan,Sichuan,False,False
790,791,511823,511824,upstream,upstream,Sichuan,Sichuan,False,False
790,817,511823,513322,upstream,upstream,Sichuan,Sichuan,False,False
791,846,511824,513433,upstream,upstream,Sichuan,Sichuan,False,False
791,819,511824,513324,upstream,upstream,Sichuan,Sichuan,False,False
791,847,511824,513434,upstream,upstream,Sichuan,Sichuan,False,False
791,848,511824,513435,upstream,upstream,Sichuan,Sichuan,False,False
791,817,511824,513322,upstream,upstream,Sichuan,Sichuan,False,False
791,816,511824,513301,upstream,upstream,Sichuan,Sichuan,False,False
792,817,511825,513322,upstream,upstream,Sichuan,Sichuan,False,False
792,816,511825,513301,upstream,upstream,Sichuan,Sichuan,False,False
792,793,511825,511826,upstream,upstream,Sichuan,Sichuan,False,False
792,794,511825,511827,upstream,upstream,Sichuan,Sichuan,False,False
793,794,511826,511827,upstream,upstream,Sichuan,Sichuan,False,False
793,804,511826,513221,upstream,upstream,Sichuan,Sichuan,False,False
794,816,511827,513301,upstream,upstream,Sichuan,Sichuan,False,False
794,810,511827,513227,upstream,upstream,Sichuan,Sichuan,False,False
794,804,511827,513221,upstream,upstream,Sichuan,Sichuan,False,False
795,799,511902,511923,upstream,upstream,Sichuan,Sichuan,False,False
795,796,511902,511903,upstream,upstream,Sichuan,Sichuan,False,False
795,797,511902,511921,upstream,upstream,Sichuan,Sichuan,False,False
795,798,511902,511922,upstream,upstream,Sichuan,Sichuan,False,False
796,798,511903,511922,upstream,upstream,Sichuan,Sichuan,False,False
797,799,511921,511923,upstream,upstream,Sichuan,Sichuan,False,False
797,798,511921,511922,upstream,upstream,Sichuan,Sichuan,False,False
800,801,512002,512021,upstream,upstream,Sichuan,Sichuan,False,False
800,802,512002,512022,upstream,upstream,Sichuan,Sichuan,False,False
801,802,512021,512022,upstream,upstream,Sichuan,Sichuan,False,False
803,810,513201,513227,upstream,upstream,Sichuan,Sichuan,False,False
803,809,513201,513226,upstream,upstream,Sichuan,Sichuan,False,False
803,812,513201,513230,upstream,upstream,Sichuan,Sichuan,False,False
803,813,513201,513231,upstream,upstream,Sichuan,Sichuan,False,False
803,805,513201,513222,upstream,upstream,Sichuan,Sichuan,False,False
803,815,513201,513233,upstream,upstream,Sichuan,Sichuan,False,False
804,810,513221,513227,upstream,upstream,Sichuan,Sichuan,False,False
804,805,513221,513222,upstream,upstream,Sichuan,Sichuan,False,False
804,806,513221,513223,upstream,upstream,Sichuan,Sichuan,False,False
805,810,513222,513227,upstream,upstream,Sichuan,Sichuan,False,False
805,806,513222,513223,upstream,upstream,Sichuan,Sichuan,False,False
805,811,513222,513228,upstream,upstream,Sichuan,Sichuan,False,False
805,815,513222,513233,upstream,upstream,Sichuan,Sichuan,False,False
806,811,513223,513228,upstream,upstream,Sichuan,Sichuan,False,False
806,807,513223,513224,upstream,upstream,Sichuan,Sichuan,False,False
807,811,513224,513228,upstream,upstream,Sichuan,Sichuan,False,False
807,815,513224,513233,upstream,upstream,Sichuan,Sichuan,False,False
807,808,513224,513225,upstream,upstream,Sichuan,Sichuan,False,False
807,814,513224,513232,upstream,upstream,Sichuan,Sichuan,False,False
808,814,513225,513232,upstream,upstream,Sichuan,Sichuan,False,False
809,818,513226,513323,upstream,upstream,Sichuan,Sichuan,False,False
809,821,513226,513326,upstream,upstream,Sichuan,Sichuan,False,False
809,810,513226,513227,upstream,upstream,Sichuan,Sichuan,False,False
809,812,513226,513230,upstream,upstream,Sichuan,Sichuan,False,False
810,816,513227,513301,upstream,upstream,Sichuan,Sichuan,False,False
810,818,513227,513323,upstream,upstream,Sichuan,Sichuan,False,False
811,815,513228,513233,upstream,upstream,Sichuan,Sichuan,False,False
812,821,513230,513326,upstream,upstream,Sichuan,Sichuan,False,False
812,822,513230,513327,upstream,upstream,Sichuan,Sichuan,False,False
812,828,513230,513333,upstream,upstream,Sichuan,Sichuan,False,False
812,813,513230,513231,upstream,upstream,Sichuan,Sichuan,False,False
813,815,513231,513233,upstream,upstream,Sichuan,Sichuan,False,False
813,814,513231,513232,upstream,upstream,Sichuan,Sichuan,False,False
814,815,513232,513233,upstream,upstream,Sichuan,Sichuan,False,False
816,835,513301,513422,upstream,upstream,Sichuan,Sichuan,False,False
816,819,513301,513324,upstream,upstream,Sichuan,Sichuan,False,False
816,817,513301,513322,upstream,upstream,Sichuan,Sichuan,False,False
816,820,513301,513325,upstream,upstream,Sichuan,Sichuan,False,False
816,818,513301,513323,upstream,upstream,Sichuan,Sichuan,False,False
816,821,513301,513326,upstream,upstream,Sichuan,Sichuan,False,False
818,821,513323,513326,upstream,upstream,Sichuan,Sichuan,False,False
819,835,513324,513422,upstream,upstream,Sichuan,Sichuan,False,False
819,846,513324,513433,upstream,upstream,Sichuan,Sichuan,False,False
820,835,513325,513422,upstream,upstream,Sichuan,Sichuan,False,False
820,829,513325,513334,upstream,upstream,Sichuan,Sichuan,False,False
820,821,513325,513326,upstream,upstream,Sichuan,Sichuan,False,False
820,824,513325,513329,upstream,upstream,Sichuan,Sichuan,False,False
821,824,513326,513329,upstream,upstream,Sichuan,Sichuan,False,False
821,822,513326,513327,upstream,upstream,Sichuan,Sichuan,False,False
822,824,513327,513329,upstream,upstream,Sichuan,Sichuan,False,False
822,823,513327,513328,upstream,upstream,Sichuan,Sichuan,False,False
822,828,513327,513333,upstream,upstream,Sichuan,Sichuan,False,False
823,824,513328,513329,upstream,upstream,Sichuan,Sichuan,False,False
823,825,513328,513330,upstream,upstream,Sichuan,Sichuan,False,False
823,828,513328,513333,upstream,upstream,Sichuan,Sichuan,False,False
823,827,513328,513332,upstream,upstream,Sichuan,Sichuan,False,False
824,829,513329,513334,upstream,upstream,Sichuan,Sichuan,False,False
824,826,513329,513331,upstream,upstream,Sichuan,Sichuan,False,False
824,825,513329,513330,upstream,upstream,Sichuan,Sichuan,False,False
825,826,513330,513331,upstream,upstream,Sichuan,Sichuan,False,False
825,827,513330,513332,upstream,upstream,Sichuan,Sichuan,False,False
826,829,513331,513334,upstream,upstream,Sichuan,Sichuan,False,False
826,830,513331,513335,upstream,upstream,Sichuan,Sichuan,False,False
829,835,513334,513422,upstream,upstream,Sichuan,Sichuan,False,False
829,832,513334,513337,upstream,upstream,Sichuan,Sichuan,False,False
829,831,513334,513336,upstream,upstream,Sichuan,Sichuan,False,False
829,830,513334,513335,upstream,upstream,Sichuan,Sichuan,False,False
830,1066,513335,533422,upstream,upstream,Sichuan,Yunnan,False,True
830,833,513335,513338,upstream,upstream,Sichuan,Sichuan,False,False
830,831,513335,513336,upstream,upstream,Sichuan,Sichuan,False,False
831,1065,513336,533401,upstream,upstream,Sichuan,Yunnan,False,True
831,833,513336,513338,upstream,upstream,Sichuan,Sichuan,False,False
831,832,513336,513337,upstream,upstream,Sichuan,Sichuan,False,False
832,1065,513337,533401,upstream,upstream,Sichuan,Yunnan,False,True
832,835,513337,513422,upstream,upstream,Sichuan,Sichuan,False,False
833,1065,513338,533401,upstream,upstream,Sichuan,Yunnan,False,True
833,1066,513338,533422,upstream,upstream,Sichuan,Yunnan,False,True
834,837,513401,513424,upstream,upstream,Sichuan,Sichuan,False,False
834,841,513401,513428,upstream,upstream,Sichuan,Sichuan,False,False
834,844,513401,513431,upstream,upstream,Sichuan,Sichuan,False,False
834,836,513401,513423,upstream,upstream,Sichuan,Sichuan,False,False
834,846,513401,513433,upstream,upstream,Sichuan,Sichuan,False,False
834,845,513401,513432,upstream,upstream,Sichuan,Sichuan,False,False
835,988,513422,530721,upstream,upstream,Sichuan,Yunnan,False,True
835,991,513422,530724,upstream,upstream,Sichuan,Yunnan,False,True
835,836,513422,513423,upstream,upstream,Sichuan,Sichuan,False,False
835,1065,513422,533401,upstream,upstream,Sichuan,Yunnan,False,True
835,846,513422,513433,upstream,upstream,Sichuan,Sichuan,False,False
836,837,513423,513424,upstream,upstream,Sichuan,Sichuan,False,False
836,991,513423,530724,upstream,upstream,Sichuan,Yunnan,False,True
836,846,513423,513433,upstream,upstream,Sichuan,Sichuan,False,False
837,838,513424,513425,upstream,upstream,Sichuan,Sichuan,False,False
837,840,513424,513427,upstream,upstream,Sichuan,Sichuan,False,False
837,841,513424,513428,upstream,upstream,Sichuan,Sichuan,False,False
838,1017,513425,532328,upstream,upstream,Sichuan,Yunnan,False,True
838,1018,513425,532329,upstream,upstream,Sichuan,Yunnan,False,True
838,1016,513425,532327,upstream,upstream,Sichuan,Yunnan,False,True
838,950,513425,530128,upstream,upstream,Sichuan,Yunnan,False,True
838,839,513425,513426,upstream,upstream,Sichuan,Sichuan,False,False
838,840,513425,513427,upstream,upstream,Sichuan,Sichuan,False,False
839,950,513426,530128,upstream,upstream,Sichuan,Yunnan,False,True
839,943,513426,530113,upstream,upstream,Sichuan,Yunnan,False,True
839,978,513426,530622,upstream,upstream,Sichuan,Yunnan,False,True
839,840,513426,513427,upstream,upstream,Sichuan,Sichuan,False,False
840,978,513427,530622,upstream,upstream,Sichuan,Yunnan,False,True
840,841,513427,513428,upstream,upstream,Sichuan,Sichuan,False,False
840,842,513427,513429,upstream,upstream,Sichuan,Sichuan,False,False
841,842,513428,513429,upstream,upstream,Sichuan,Sichuan,False,False
841,844,513428,513431,upstream,upstream,Sichuan,Sichuan,False,False
842,978,513429,530622,upstream,upstream,Sichuan,Yunnan,False,True
842,843,513429,513430,upstream,upstream,Sichuan,Sichuan,False,False
842,844,513429,513431,upstream,upstream,Sichuan,Sichuan,False,False
843,978,513430,530622,upstream,upstream,Sichuan,Yunnan,False,True
843,976,513430,530602,upstream,upstream,Sichuan,Yunnan,False,True
843,981,513430,530625,upstream,upstream,Sichuan,Yunnan,False,True
843,844,513430,513431,upstream,upstream,Sichuan,Sichuan,False,False
843,850,513430,513437,upstream,upstream,Sichuan,Sichuan,False,False
844,850,513431,513437,upstream,upstream,Sichuan,Sichuan,False,False
844,845,513431,513432,upstream,upstream,Sichuan,Sichuan,False,False
844,849,513431,513436,upstream,upstream,Sichuan,Sichuan,False,False
844,847,513431,513434,upstream,upstream,Sichuan,Sichuan,False,False
845,846,513432,513433,upstream,upstream,Sichuan,Sichuan,False,False
845,847,513432,513434,upstream,upstream,Sichuan,Sichuan,False,False
846,847,513433,513434,upstream,upstream,Sichuan,Sichuan,False,False
847,849,513434,513436,upstream,upstream,Sichuan,Sichuan,False,False
847,848,513434,513435,upstream,upstream,Sichuan,Sichuan,False,False
848,849,513435,513436,upstream,upstream,Sichuan,Sichuan,False,False
849,850,513436,513437,upstream,upstream,Sichuan,Sichuan,False,False
850,981,513437,530625,upstream,upstream,Sichuan,Yunnan,False,True
850,982,513437,530626,upstream,upstream,Sichuan,Yunnan,False,True
851,853,520102,520111,upstream,upstream,Guizhou,Guizhou,False,False
851,936,520102,522730,upstream,upstream,Guizhou,Guizhou,False,False
851,852,520102,520103,upstream,upstream,Guizhou,Guizhou,False,False
851,854,520102,520112,upstream,upstream,Guizhou,Guizhou,False,False
852,853,520103,520111,upstream,upstream,Guizhou,Guizhou,False,False
852,856,520103,520115,upstream,upstream,Guizhou,Guizhou,False,False
852,855,520103,520113,upstream,upstream,Guizhou,Guizhou,False,False
852,854,520103,520112,upstream,upstream,Guizhou,Guizhou,False,False
853,935,520111,522729,upstream,upstream,Guizhou,Guizhou,False,False
853,937,520111,522731,upstream,upstream,Guizhou,Guizhou,False,False
853,880,520111,520403,upstream,upstream,Guizhou,Guizhou,False,False
853,936,520111,522730,upstream,upstream,Guizhou,Guizhou,False,False
853,856,520111,520115,upstream,upstream,Guizhou,Guizhou,False,False
853,860,520111,520181,upstream,upstream,Guizhou,Guizhou,False,False
854,936,520112,522730,upstream,upstream,Guizhou,Guizhou,False,False
854,855,520112,520113,upstream,upstream,Guizhou,Guizhou,False,False
854,859,520112,520123,upstream,upstream,Guizhou,Guizhou,False,False
854,857,520112,520121,upstream,upstream,Guizhou,Guizhou,False,False
855,856,520113,520115,upstream,upstream,Guizhou,Guizhou,False,False
855,860,520113,520181,upstream,upstream,Guizhou,Guizhou,False,False
855,859,520113,520123,upstream,upstream,Guizhou,Guizhou,False,False
856,860,520115,520181,upstream,upstream,Guizhou,Guizhou,False,False
857,936,520121,522730,upstream,upstream,Guizhou,Guizhou,False,False
857,928,520121,522702,upstream,upstream,Guizhou,Guizhou,False,False
857,859,520121,520123,upstream,upstream,Guizhou,Guizhou,False,False
857,858,520121,520122,upstream,upstream,Guizhou,Guizhou,False,False
857,931,520121,522725,upstream,upstream,Guizhou,Guizhou,False,False
857,867,520121,520304,upstream,upstream,Guizhou,Guizhou,False,False
858,859,520122,520123,upstream,upstream,Guizhou,Guizhou,False,False
858,888,520122,520523,upstream,upstream,Guizhou,Guizhou,False,False
858,867,520122,520304,upstream,upstream,Guizhou,Guizhou,False,False
859,860,520123,520181,upstream,upstream,Guizhou,Guizhou,False,False
859,887,520123,520522,upstream,upstream,Guizhou,Guizhou,False,False
859,888,520123,520523,upstream,upstream,Guizhou,Guizhou,False,False
860,880,520181,520403,upstream,upstream,Guizhou,Guizhou,False,False
860,889,520181,520524,upstream,upstream,Guizhou,Guizhou,False,False
860,887,520181,520522,upstream,upstream,Guizhou,Guizhou,False,False
861,863,520201,520221,upstream,upstream,Guizhou,Guizhou,False,False
861,890,520201,520525,upstream,upstream,Guizhou,Guizhou,False,False
861,891,520201,520526,upstream,upstream,Guizhou,Guizhou,False,False
861,892,520201,520527,upstream,upstream,Guizhou,Guizhou,False,False
862,905,520203,522323,upstream,upstream,Guizhou,Guizhou,False,False
862,883,520203,520424,upstream,upstream,Guizhou,Guizhou,False,False
862,906,520203,522324,upstream,upstream,Guizhou,Guizhou,False,False
862,882,520203,520423,upstream,upstream,Guizhou,Guizhou,False,False
862,881,520203,520422,upstream,upstream,Guizhou,Guizhou,False,False
862,889,520203,520524,upstream,upstream,Guizhou,Guizhou,False,False
862,863,520203,520221,upstream,upstream,Guizhou,Guizhou,False,False
862,890,520203,520525,upstream,upstream,Guizhou,Guizhou,False,False
863,905,520221,522323,upstream,upstream,Guizhou,Guizhou,False,False
863,864,520221,520281,upstream,upstream,Guizhou,Guizhou,False,False
863,961,520221,530381,upstream,upstream,Guizhou,Yunnan,False,True
863,890,520221,520525,upstream,upstream,Guizhou,Guizhou,False,False
863,891,520221,520526,upstream,upstream,Guizhou,Guizhou,False,False
864,903,520281,522301,upstream,upstream,Guizhou,Guizhou,False,False
864,959,520281,530325,upstream,upstream,Guizhou,Yunnan,False,True
864,905,520281,522323,upstream,upstream,Guizhou,Guizhou,False,False
864,961,520281,530381,upstream,upstream,Guizhou,Yunnan,False,True
865,867,520302,520304,upstream,upstream,Guizhou,Guizhou,False,False
865,874,520302,520328,upstream,upstream,Guizhou,Guizhou,False,False
865,866,520302,520303,upstream,upstream,Guizhou,Guizhou,False,False
865,869,520302,520323,upstream,upstream,Guizhou,Guizhou,False,False
866,867,520303,520304,upstream,upstream,Guizhou,Guizhou,False,False
866,878,520303,520382,upstream,upstream,Guizhou,Guizhou,False,False
866,869,520303,520323,upstream,upstream,Guizhou,Guizhou,False,False
866,868,520303,520322,upstream,upstream,Guizhou,Guizhou,False,False
867,931,520304,522725,upstream,upstream,Guizhou,Guizhou,False,False
867,888,520304,520523,upstream,upstream,Guizhou,Guizhou,False,False
867,874,520304,520328,upstream,upstream,Guizhou,Guizhou,False,False
867,878,520304,520382,upstream,upstream,Guizhou,Guizhou,False,False
868,878,520322,520382,upstream,upstream,Guizhou,Guizhou,False,False
868,869,520322,520323,upstream,upstream,Guizhou,Guizhou,False,False
868,876,520322,520330,upstream,upstream,Guizhou,Guizhou,False,False
868,870,520322,520324,upstream,upstream,Guizhou,Guizhou,False,False
869,874,520323,520328,upstream,upstream,Guizhou,Guizhou,False,False
869,870,520323,520324,upstream,upstream,Guizhou,Guizhou,False,False
870,874,520324,520328,upstream,upstream,Guizhou,Guizhou,False,False
870,873,520324,520327,upstream,upstream,Guizhou,Guizhou,False,False
870,872,520324,520326,upstream,upstream,Guizhou,Guizhou,False,False
870,871,520324,520325,upstream,upstream,Guizhou,Guizhou,False,False
871,872,520325,520326,upstream,upstream,Guizhou,Guizhou,False,False
872,873,520326,520327,upstream,upstream,Guizhou,Guizhou,False,False
872,900,520326,520626,upstream,upstream,Guizhou,Guizhou,False,False
872,901,520326,520627,upstream,upstream,Guizhou,Guizhou,False,False
873,875,520327,520329,upstream,upstream,Guizhou,Guizhou,False,False
873,874,520327,520328,upstream,upstream,Guizhou,Guizhou,False,False
873,897,520327,520623,upstream,upstream,Guizhou,Guizhou,False,False
873,898,520327,520624,upstream,upstream,Guizhou,Guizhou,False,False
873,900,520327,520626,upstream,upstream,Guizhou,Guizhou,False,False
874,875,520328,520329,upstream,upstream,Guizhou,Guizhou,False,False
874,931,520328,522725,upstream,upstream,Guizhou,Guizhou,False,False
875,912,520329,522622,upstream,upstream,Guizhou,Guizhou,False,False
875,913,520329,522623,upstream,upstream,Guizhou,Guizhou,False,False
875,931,520329,522725,upstream,upstream,Guizhou,Guizhou,False,False
875,897,520329,520623,upstream,upstream,Guizhou,Guizhou,False,False
876,878,520330,520382,upstream,upstream,Guizhou,Guizhou,False,False
876,877,520330,520381,upstream,upstream,Guizhou,Guizhou,False,False
878,888,520382,520523,upstream,upstream,Guizhou,Guizhou,False,False
879,884,520402,520425,upstream,upstream,Guizhou,Guizhou,False,False
879,882,520402,520423,upstream,upstream,Guizhou,Guizhou,False,False
879,935,520402,522729,upstream,upstream,Guizhou,Guizhou,False,False
879,881,520402,520422,upstream,upstream,Guizhou,Guizhou,False,False
879,880,520402,520403,upstream,upstream,Guizhou,Guizhou,False,False
880,935,520403,522729,upstream,upstream,Guizhou,Guizhou,False,False
880,881,520403,520422,upstream,upstream,Guizhou,Guizhou,False,False
880,889,520403,520524,upstream,upstream,Guizhou,Guizhou,False,False
881,882,520422,520423,upstream,upstream,Guizhou,Guizhou,False,False
881,889,520422,520524,upstream,upstream,Guizhou,Guizhou,False,False
882,907,520423,522325,upstream,upstream,Guizhou,Guizhou,False,False
882,883,520423,520424,upstream,upstream,Guizhou,Guizhou,False,False
882,908,520423,522326,upstream,upstream,Guizhou,Guizhou,False,False
882,884,520423,520425,upstream,upstream,Guizhou,Guizhou,False,False
883,907,520424,522325,upstream,upstream,Guizhou,Guizhou,False,False
883,904,520424,522302,upstream,upstream,Guizhou,Guizhou,False,False
883,906,520424,522324,upstream,upstream,Guizhou,Guizhou,False,False
884,908,520425,522326,upstream,upstream,Guizhou,Guizhou,False,False
884,934,520425,522728,upstream,upstream,Guizhou,Guizhou,False,False
884,935,520425,522729,upstream,upstream,Guizhou,Guizhou,False,False
885,890,520502,520525,upstream,upstream,Guizhou,Guizhou,False,False
885,892,520502,520527,upstream,upstream,Guizhou,Guizhou,False,False
885,886,520502,520521,upstream,upstream,Guizhou,Guizhou,False,False
885,983,520502,530627,upstream,upstream,Guizhou,Yunnan,False,True
885,888,520502,520523,upstream,upstream,Guizhou,Guizhou,False,False
886,889,520521,520524,upstream,upstream,Guizhou,Guizhou,False,False
886,887,520521,520522,upstream,upstream,Guizhou,Guizhou,False,False
886,890,520521,520525,upstream,upstream,Guizhou,Guizhou,False,False
886,888,520521,520523,upstream,upstream,Guizhou,Guizhou,False,False
887,889,520522,520524,upstream,upstream,Guizhou,Guizhou,False,False
887,888,520522,520523,upstream,upstream,Guizhou,Guizhou,False,False
889,890,520524,520525,upstream,upstream,Guizhou,Guizhou,False,False
890,892,520525,520527,upstream,upstream,Guizhou,Guizhou,False,False
891,961,520526,530381,upstream,upstream,Guizhou,Yunnan,False,True
891,892,520526,520527,upstream,upstream,Guizhou,Guizhou,False,False
891,984,520526,530628,upstream,upstream,Guizhou,Yunnan,False,True
891,960,520526,530326,upstream,upstream,Guizhou,Yunnan,False,True
891,977,520526,530621,upstream,upstream,Guizhou,Yunnan,False,True
891,976,520526,530602,upstream,upstream,Guizhou,Yunnan,False,True
892,983,520527,530627,upstream,upstream,Guizhou,Yunnan,False,True
892,984,520527,530628,upstream,upstream,Guizhou,Yunnan,False,True
893,894,520602,520603,upstream,upstream,Guizhou,Guizhou,False,False
893,895,520602,520621,upstream,upstream,Guizhou,Guizhou,False,False
893,902,520602,520628,upstream,upstream,Guizhou,Guizhou,False,False
894,896,520603,520622,upstream,upstream,Guizhou,Guizhou,False,False
894,916,520603,522626,upstream,upstream,Guizhou,Guizhou,False,False
894,895,520603,520621,upstream,upstream,Guizhou,Guizhou,False,False
895,916,520621,522626,upstream,upstream,Guizhou,Guizhou,False,False
895,897,520621,520623,upstream,upstream,Guizhou,Guizhou,False,False
895,899,520621,520625,upstream,upstream,Guizhou,Guizhou,False,False
895,902,520621,520628,upstream,upstream,Guizhou,Guizhou,False,False
896,915,520622,522625,upstream,upstream,Guizhou,Guizhou,False,False
896,916,520622,522626,upstream,upstream,Guizhou,Guizhou,False,False
897,913,520623,522623,upstream,upstream,Guizhou,Guizhou,False,False
897,915,520623,522625,upstream,upstream,Guizhou,Guizhou,False,False
897,916,520623,522626,upstream,upstream,Guizhou,Guizhou,False,False
897,898,520623,520624,upstream,upstream,Guizhou,Guizhou,False,False
897,899,520623,520625,upstream,upstream,Guizhou,Guizhou,False,False
898,899,520624,520625,upstream,upstream,Guizhou,Guizhou,False,False
898,900,520624,520626,upstream,upstream,Guizhou,Guizhou,False,False
899,902,520625,520628,upstream,upstream,Guizhou,Guizhou,False,False
899,900,520625,520626,upstream,upstream,Guizhou,Guizhou,False,False
899,901,520625,520627,upstream,upstream,Guizhou,Guizhou,False,False
900,901,520626,520627,upstream,upstream,Guizhou,Guizhou,False,False
901,902,520627,520628,upstream,upstream,Guizhou,Guizhou,False,False
903,958,522301,530324,upstream,upstream,Guizhou,Yunnan,False,True
903,910,522301,522328,upstream,upstream,Guizhou,Guizhou,False,False
903,959,522301,530325,upstream,upstream,Guizhou,Yunnan,False,True
903,904,522301,522302,upstream,upstream,Guizhou,Guizhou,False,False
903,905,522301,522323,upstream,upstream,Guizhou,Guizhou,False,False
904,910,522302,522328,upstream,upstream,Guizhou,Guizhou,False,False
904,907,522302,522325,upstream,upstream,Guizhou,Guizhou,False,False
904,905,522302,522323,upstream,upstream,Guizhou,Guizhou,False,False
904,906,522302,522324,upstream,upstream,Guizhou,Guizhou,False,False
905,906,522323,522324,upstream,upstream,Guizhou,Guizhou,False,False
907,910,522325,522328,upstream,upstream,Guizhou,Guizhou,False,False
907,909,522325,522327,upstream,upstream,Guizhou,Guizhou,False,False
907,908,522325,522326,upstream,upstream,Guizhou,Guizhou,False,False
908,909,522326,522327,upstream,upstream,Guizhou,Guizhou,False,False
908,934,522326,522728,upstream,upstream,Guizhou,Guizhou,False,False
909,910,522327,522328,upstream,upstream,Guizhou,Guizhou,False,False
911,926,522601,522636,upstream,upstream,Guizhou,Guizhou,False,False
911,924,522601,522634,upstream,upstream,Guizhou,Guizhou,False,False
911,925,522601,522635,upstream,upstream,Guizhou,Guizhou,False,False
911,920,522601,522630,upstream,upstream,Guizhou,Guizhou,False,False
911,912,522601,522622,upstream,upstream,Guizhou,Guizhou,False,False
911,928,522601,522702,upstream,upstream,Guizhou,Guizhou,False,False
912,920,522622,522630,upstream,upstream,Guizhou,Guizhou,False,False
912,928,522622,522702,upstream,upstream,Guizhou,Guizhou,False,False
912,913,522622,522623,upstream,upstream,Guizhou,Guizhou,False,False
912,931,522622,522725,upstream,upstream,Guizhou,Guizhou,False,False
913,920,522623,522630,upstream,upstream,Guizhou,Guizhou,False,False
913,919,522623,522629,upstream,upstream,Guizhou,Guizhou,False,False
913,915,522623,522625,upstream,upstream,Guizhou,Guizhou,False,False
914,919,522624,522629,upstream,upstream,Guizhou,Guizhou,False,False
914,917,522624,522627,upstream,upstream,Guizhou,Guizhou,False,False
914,915,522624,522625,upstream,upstream,Guizhou,Guizhou,False,False
915,919,522625,522629,upstream,upstream,Guizhou,Guizhou,False,False
915,916,522625,522626,upstream,upstream,Guizhou,Guizhou,False,False
917,918,522627,522628,upstream,upstream,Guizhou,Guizhou,False,False
917,919,522627,522629,upstream,upstream,Guizhou,Guizhou,False,False
918,921,522628,522631,upstream,upstream,Guizhou,Guizhou,False,False
918,919,522628,522629,upstream,upstream,Guizhou,Guizhou,False,False
919,922,522629,522632,upstream,upstream,Guizhou,Guizhou,False,False
919,921,522629,522631,upstream,upstream,Guizhou,Guizhou,False,False
919,924,522629,522634,upstream,upstream,Guizhou,Guizhou,False,False
919,920,522629,522630,upstream,upstream,Guizhou,Guizhou,False,False
920,924,522630,522634,upstream,upstream,Guizhou,Guizhou,False,False
921,923,522631,522633,upstream,upstream,Guizhou,Guizhou,False,False
921,922,522631,522632,upstream,upstream,Guizhou,Guizhou,False,False
922,929,522632,522722,upstream,upstream,Guizhou,Guizhou,False,False
922,923,522632,522633,upstream,upstream,Guizhou,Guizhou,False,False
922,938,522632,522732,upstream,upstream,Guizhou,Guizhou,False,False
